id,titulo,empresa,ciudad,modalidad,experiencia,lenguajes,salario,tipo_contrato,fecha_publicacion,vacantes
1361,BI Analyst,TechNova,medellin,remoto,semi senior,"R, AWS, JavaScript, Excel, Pandas",5785209.0,Freelance,2025-01-31,7
1362,BI Analyst,IBM,medellin,Híbrido,Junior,"R, Docker, Pandas",2228322.0,Indefinido,2025-01-15,6
1363,Backend Developer,InnovaTech,Cali,Híbrido,semi senior,"React, R, Node.js",4456951.0,Contrato,2025-07-26,2
1364,Full Stack Developer,Claro,Cali,Híbrido,junior,"Node.js, Python, Docker, SQL, React, Azure",1811303.0,Freelance,2025-07-11,8
1365,Ingeniero de Datos,Rappi,Bucaramanga,remoto,Junior,"Node.js, Power BI, Docker, Pandas",3310209.0,Indefinido,2026-02-09,4
1366,Machine Learning Engineer,CodeLab,Medellín,remoto,junior,"TensorFlow, Python, AWS",3098266.0,Temporal,2024-08-17,2
1367,Data Scientist,InnovaTech,Barranquilla,Remoto,Senior,"JavaScript, Azure, Java, Node.js, Pandas",8809612.0,Indefinido,2024-07-07,1
1368,Data Scientist,Mercado Libre,Cartagena,remoto,Senior,"Azure, AWS, Pandas",9632684.0,Indefinido,2026-01-16,7
1369,Full Stack Developer,Davivienda,Remoto,Presencial,Senior,"TensorFlow, React",9996768.0,Temporal,2025-07-02,5
1370,BI Analyst,Globant,bogota,Presencial,junior,"Pandas, React, Azure, Python, Docker",4166610.0,Freelance,2024-08-12,1
1371,Software Developer,Teleperformance,Bucaramanga,remoto,Senior,"AWS, Node.js, Docker, SQL, Power BI",8868199.0,Indefinido,2026-01-23,7
1372,Machine Learning Engineer,Mercado Libre,Medellín,Híbrido,Junior,"Tableau, JavaScript",2823035.0,Indefinido,2024-09-21,8
1373,Analista de Datos,Sura,medellin,remoto,junior,"React, Tableau, Python",2290042.0,Temporal,2025-07-25,10
1374,Data Analyst,Claro,bogota,Remoto,junior,"React, Azure, Pandas",2258298.0,indefinido,2025-09-14,3
1375,Software Developer,Mercado Libre,medellin,remoto,junior,"Power BI, AWS, Node.js, Pandas, Python, JavaScript",2847343.0,Temporal,2026-02-20,8
1376,Analista de Datos,Accenture,Medellín,Híbrido,Senior,"JavaScript, React",9325416.0,Indefinido,2024-11-08,4
1377,Backend Developer,CodeLab,Remoto,Remoto,junior,"Power BI, AWS",1905228.0,Freelance,2024-08-01,3
1378,Data Scientist,Bancolombia,Cali,Híbrido,Semi-Senior,"Azure, Tableau, Java, TensorFlow, Docker, SQL",4726346.0,indefinido,2025-12-28,10
1379,Machine Learning Engineer,DataSoft,Bucaramanga,Hibrido,Junior,"AWS, TensorFlow, Power BI, Python",3855692.0,Indefinido,2024-11-24,7
1380,Data Scientist,Sura,Bucaramanga,remoto,junior,"Node.js, TensorFlow, Power BI, SQL, Azure",,Contrato,2025-04-18,9
1381,Data Scientist,Teleperformance,Cali,Híbrido,Semi-Senior,"SQL, Python, Excel",6030228.0,Contrato,2026-02-02,9
1382,Ingeniero de Datos,Mercado Libre,medellin,Remoto,Senior,"SQL, AWS, Pandas, Excel, React",9746793.0,Temporal,2024-05-18,4
1383,Data Scientist,Claro,Cartagena,Hibrido,Semi-Senior,"Python, R, Docker, Node.js, AWS",5869123.0,indefinido,2025-04-23,1
1384,Frontend Developer,Rappi,bogota,remoto,Senior,"R, Java, Tableau",9721214.0,Contrato,2024-10-28,4
1385,Machine Learning Engineer,Bancolombia,Medellín,remoto,Junior,"Pandas, Docker, Node.js, SQL, Excel, Azure",3826470.0,indefinido,2025-11-02,2
1386,Ingeniero de Datos,Globant,Remoto,Remoto,semi senior,"Azure, Pandas, R, Java, JavaScript",3848874.0,Freelance,2024-10-12,7
1387,Backend Developer,IBM,medellin,remoto,Junior,"Power BI, Tableau, React, Java",3722572.0,Temporal,2025-01-22,4
1388,Ingeniero de Datos,Mercado Libre,medellin,Remoto,semi senior,"AWS, SQL, Power BI, React, Python",4509662.0,Temporal,2025-03-26,1
1389,Full Stack Developer,InnovaTech,medellin,Hibrido,Senior,"Tableau, Pandas, AWS, R",8926825.0,Freelance,2025-07-29,5
1390,Software Developer,Teleperformance,Cali,remoto,junior,"AWS, Azure, TensorFlow, React, Node.js",2478250.0,Freelance,2025-09-12,2
1391,Full Stack Developer,InnovaTech,Cartagena,Hibrido,junior,"Node.js, React, Pandas, SQL, JavaScript, AWS",2270452.0,indefinido,2024-07-18,4
1392,Analista de Datos,Sura,Barranquilla,Presencial,Senior,"Docker, Java, React, Azure",9278301.0,indefinido,2025-08-29,7
1393,Full Stack Developer,Rappi,Bucaramanga,Hibrido,Senior,"Pandas, Docker, Java, React, Excel",9939686.0,indefinido,2024-12-26,6
1394,Frontend Developer,Teleperformance,Bucaramanga,Híbrido,Semi-Senior,"Node.js, Excel, SQL, TensorFlow, JavaScript, Java",4916529.0,Contrato,2025-08-29,6
1395,Analista de Datos,Bancolombia,Cartagena,Hibrido,Semi-Senior,"Docker, React, Tableau, Node.js",6523361.0,Indefinido,2025-05-16,5
1396,BI Analyst,Claro,Cartagena,Hibrido,Junior,"Power BI, Python, SQL, Java, JavaScript, Tableau",2542061.0,indefinido,2024-12-08,7
1397,Ingeniero de Datos,Accenture,Bucaramanga,Remoto,Semi-Senior,"Pandas, Tableau, React, SQL, Azure",6561286.0,Temporal,2024-12-15,3
1398,Data Scientist,Sura,Medellín,Hibrido,Junior,"Python, Azure",2588972.0,indefinido,2024-09-29,5
1399,Data Analyst,Mercado Libre,Bucaramanga,Hibrido,Semi-Senior,"Java, Python, Pandas, React, Azure",5423994.0,Freelance,2025-01-08,5
1400,Full Stack Developer,Claro,Bucaramanga,Híbrido,junior,"React, Docker, Azure",2976808.0,Temporal,2024-11-19,1
1401,Frontend Developer,Claro,Bogotá,Híbrido,semi senior,"Excel, AWS, Power BI",3963038.0,Indefinido,2025-09-18,10
1402,Frontend Developer,InnovaTech,Remoto,Híbrido,semi senior,"AWS, Tableau, SQL, Docker",4730491.0,Temporal,2025-10-29,8
1403,Data Scientist,Globant,Barranquilla,Presencial,semi senior,"Docker, Java, JavaScript",5016959.0,Contrato,2025-07-27,10
1404,BI Analyst,IBM,Cali,remoto,semi senior,"Java, Docker, SQL, AWS, Power BI",5174572.0,indefinido,2024-11-16,7
1405,Machine Learning Engineer,Davivienda,Bucaramanga,Remoto,Junior,"Java, Pandas, Tableau, Power BI",4455874.0,Contrato,2025-01-14,9
1406,Software Developer,InnovaTech,Remoto,Híbrido,semi senior,"React, Java, R, Excel, SQL",6029231.0,Contrato,2024-06-05,4
1407,Ingeniero de Datos,Teleperformance,bogota,Remoto,Semi-Senior,"JavaScript, Java, TensorFlow, Docker, Azure",6599205.0,indefinido,2025-07-11,4
1408,Analista de Datos,Davivienda,Remoto,Remoto,Junior,"Power BI, React",2700530.0,Contrato,2024-09-16,7
1409,Analista de Datos,Rappi,Cartagena,Presencial,junior,"Power BI, JavaScript",3027165.0,Freelance,2026-03-07,8
1410,Ingeniero de Datos,Davivienda,Bogotá,Híbrido,Semi-Senior,"Pandas, Node.js, React, Azure, Java, Python",5377833.0,Indefinido,2025-02-22,3
1411,Backend Developer,Sura,Cali,remoto,Junior,"Python, JavaScript, SQL, Node.js, Azure, Tableau",2535423.0,Freelance,2025-04-07,3
1412,Data Scientist,Teleperformance,Bogotá,Hibrido,Semi-Senior,"Node.js, SQL, Java",5492929.0,Temporal,2025-10-20,5
1413,Software Developer,DataSoft,Medellín,Remoto,semi senior,"Docker, Excel, Java, Python, AWS",4123390.0,Indefinido,2025-05-20,5
1414,Backend Developer,Claro,Cali,Híbrido,Semi-Senior,"Node.js, AWS, R, TensorFlow, Excel",6660731.0,Indefinido,2025-02-05,6
1415,Backend Developer,Bancolombia,Bogotá,remoto,Semi-Senior,"Azure, Python, Node.js, AWS, Docker, Power BI",5964221.0,Temporal,2024-11-29,3
1416,Frontend Developer,IBM,Cali,Remoto,Semi-Senior,"React, AWS, JavaScript, Tableau",5956671.0,Temporal,2025-03-25,3
1417,Data Analyst,Sura,bogota,Hibrido,semi senior,"Power BI, Excel",5287331.0,Contrato,2025-10-25,7
1418,Analista de Datos,CodeLab,Remoto,Presencial,semi senior,"Docker, Node.js, Tableau, Pandas, Azure",5750961.0,indefinido,2025-06-25,7
1419,Software Developer,Davivienda,Cartagena,Remoto,Semi-Senior,"Excel, AWS, Python, Java, SQL",4438563.0,indefinido,2024-10-22,7
1420,Data Analyst,Rappi,Remoto,Híbrido,junior,"Python, R, Tableau, Java",2583066.0,Contrato,2025-09-29,10
1421,Frontend Developer,IBM,Cartagena,remoto,Semi-Senior,"Power BI, Java, Excel, Python",5854623.0,Contrato,2026-03-03,8
1422,Data Analyst,Rappi,Cali,Remoto,junior,"Tableau, Excel, Power BI",2505552.0,Freelance,2024-10-12,6
1423,Full Stack Developer,Davivienda,medellin,Hibrido,Junior,"Docker, Pandas, Power BI, SQL, React",4146475.0,Contrato,2025-02-10,1
1424,Data Analyst,Mercado Libre,Cali,Hibrido,junior,"Java, JavaScript, Node.js, Excel",,Freelance,2025-08-02,1
1425,BI Analyst,Davivienda,Bucaramanga,Presencial,Junior,"R, Python, Tableau, Power BI, Docker, React",2697897.0,Freelance,2025-06-26,1
1426,Machine Learning Engineer,DataSoft,medellin,Remoto,semi senior,"AWS, Tableau, Power BI, Node.js, Python",4572800.0,Temporal,2024-09-14,7
1427,Backend Developer,CodeLab,Barranquilla,Remoto,Senior,"TensorFlow, Docker, Pandas, JavaScript, Excel",9102549.0,indefinido,2025-07-29,7
1428,Data Analyst,Bancolombia,Barranquilla,remoto,Senior,"Python, JavaScript",9842999.0,indefinido,2025-03-19,4
1429,Full Stack Developer,Rappi,Bogotá,Remoto,junior,"Power BI, Node.js, React",3702897.0,Temporal,2024-08-04,1
1430,Backend Developer,TechNova,bogota,Remoto,Senior,"Java, Tableau",8963950.0,Indefinido,2025-10-23,8
1431,Machine Learning Engineer,Claro,Bucaramanga,Presencial,Senior,"Azure, Tableau, JavaScript, React",8349148.0,indefinido,2025-06-22,3
1432,Frontend Developer,InnovaTech,Bogotá,remoto,semi senior,"AWS, React, Docker, Java",4284090.0,Contrato,2025-05-01,5
1433,Software Developer,Sura,Cartagena,Remoto,Senior,"Tableau, TensorFlow, Power BI, Python",8673698.0,Temporal,2025-02-28,9
1434,Backend Developer,Mercado Libre,medellin,Hibrido,Semi-Senior,"Docker, Java, Tableau",6235740.0,Freelance,2025-02-02,7
1435,Software Developer,IBM,Medellín,Presencial,junior,"JavaScript, SQL, Java, Excel",2542406.0,Indefinido,2025-11-12,7
1436,Analista de Datos,Davivienda,Medellín,Presencial,junior,"Power BI, Tableau, Python",2643804.0,Temporal,2024-06-28,8
1437,Full Stack Developer,Rappi,Cali,Presencial,junior,"React, Java, Power BI, AWS, Azure",2761568.0,Temporal,2025-04-15,10
1438,Data Scientist,CodeLab,Bogotá,Híbrido,Senior,"SQL, Docker",9380677.0,indefinido,2024-11-08,7
1439,Backend Developer,Globant,Cali,Presencial,junior,"Python, Docker, Tableau",3354510.0,Freelance,2025-07-17,6
1440,Data Scientist,Globant,Medellín,Remoto,semi senior,"Docker, JavaScript, R",5630815.0,indefinido,2024-09-23,1
1441,Full Stack Developer,Teleperformance,medellin,Remoto,Semi-Senior,"Azure, Tableau, SQL, JavaScript, React",6686378.0,indefinido,2025-02-07,5
1442,BI Analyst,Teleperformance,Barranquilla,Presencial,Semi-Senior,"Azure, JavaScript, Excel, Pandas, Node.js, SQL",,Indefinido,2025-11-10,7
1443,Full Stack Developer,TechNova,Remoto,remoto,Senior,"AWS, Tableau, R, Node.js, JavaScript",8612461.0,Temporal,2024-07-18,5
1444,Data Analyst,Teleperformance,Medellín,Híbrido,Senior,"Excel, TensorFlow, Docker, Python, SQL",8032732.0,Indefinido,2024-06-27,8
1445,Analista de Datos,DataSoft,Bucaramanga,Hibrido,Semi-Senior,"JavaScript, AWS",6018224.0,Temporal,2025-01-04,8
1446,Data Analyst,Davivienda,Cali,remoto,junior,"TensorFlow, React, JavaScript, Docker, Java, Tableau",2724044.0,Temporal,2025-05-24,6
1447,Ingeniero de Datos,CodeLab,Bucaramanga,remoto,Junior,"Power BI, Excel, Tableau, AWS",,Temporal,2025-05-06,6
1448,Ingeniero de Datos,Mercado Libre,bogota,Presencial,junior,"Azure, TensorFlow, Excel, Python, AWS, JavaScript",3186652.0,Temporal,2024-12-18,1
1449,Data Analyst,CodeLab,Bogotá,Presencial,Semi-Senior,"Tableau, JavaScript, Java, TensorFlow, Excel, Power BI",6545706.0,Freelance,2025-08-31,10
1450,Machine Learning Engineer,Rappi,Barranquilla,Híbrido,Senior,"Tableau, AWS",8085555.0,Freelance,2025-11-25,9
1451,BI Analyst,DataSoft,medellin,Presencial,Senior,"React, Docker, Azure, Java, Power BI, Python",8244191.0,indefinido,2025-01-06,8
1452,Data Scientist,IBM,Remoto,remoto,Junior,"Power BI, React",3602337.0,indefinido,2026-04-02,10
1453,Frontend Developer,TechNova,Cartagena,remoto,Semi-Senior,"Java, Tableau, JavaScript, AWS, Pandas, Python",5854094.0,Freelance,2025-12-31,1
1454,Ingeniero de Datos,Globant,Remoto,Remoto,semi senior,"Azure, Tableau, Java",6211603.0,Indefinido,2025-08-10,5
1455,Software Developer,TechNova,Bogotá,remoto,semi senior,"Power BI, Python, Node.js, TensorFlow, Pandas, JavaScript",4720597.0,indefinido,2025-05-04,4
1456,Machine Learning Engineer,DataSoft,Bucaramanga,Híbrido,semi senior,"AWS, SQL, Java, Power BI",5843338.0,indefinido,2025-10-07,4
1457,Frontend Developer,IBM,Bogotá,Remoto,Junior,"R, Pandas",3586205.0,Temporal,2024-08-08,5
1458,Backend Developer,Davivienda,Medellín,Presencial,Semi-Senior,"Power BI, Excel, Docker, Java",4524695.0,Freelance,2024-06-28,9
1459,Data Scientist,InnovaTech,Bogotá,Híbrido,semi senior,"Excel, Azure",4901844.0,Indefinido,2025-07-15,5
1460,Machine Learning Engineer,Mercado Libre,bogota,Hibrido,Semi-Senior,"R, SQL, Node.js, AWS, Tableau",5781006.0,Freelance,2025-10-08,2
1461,Machine Learning Engineer,Sura,Bogotá,Hibrido,Senior,"Excel, Power BI, AWS, Java",8373189.0,Indefinido,2026-05-05,2
1462,Machine Learning Engineer,Rappi,bogota,Presencial,Semi-Senior,"Node.js, Azure, TensorFlow",5710706.0,Indefinido,2024-05-25,6
1463,Backend Developer,Rappi,bogota,Hibrido,junior,"SQL, AWS, Node.js, Power BI, Java",4287682.0,Indefinido,2025-09-03,4
1464,Data Analyst,Globant,bogota,Híbrido,junior,"Power BI, R, Pandas, Azure, Java",3640634.0,Indefinido,2026-03-04,10
1465,Data Analyst,Davivienda,bogota,Remoto,Senior,"Pandas, R, Power BI, TensorFlow",,Temporal,2026-03-03,2
1466,BI Analyst,IBM,medellin,Hibrido,semi senior,"React, Excel",5647865.0,Freelance,2024-08-04,2
1467,Full Stack Developer,Globant,Medellín,Remoto,semi senior,"Java, JavaScript, Node.js, Power BI",6138683.0,Freelance,2025-03-27,3
1468,Data Scientist,Claro,Bucaramanga,Remoto,Senior,"JavaScript, R, Power BI",9786062.0,Contrato,2025-09-17,5
1469,Backend Developer,DataSoft,Medellín,Híbrido,Senior,"JavaScript, R",8719484.0,indefinido,2024-10-29,10
1470,Analista de Datos,Mercado Libre,Cali,Hibrido,semi senior,"SQL, Docker, JavaScript, R",4503650.0,Temporal,2025-11-04,10
1471,Machine Learning Engineer,InnovaTech,Medellín,Hibrido,Junior,"JavaScript, Azure, AWS, Node.js",3386936.0,indefinido,2024-08-28,9
1472,Full Stack Developer,Accenture,Medellín,Presencial,Senior,"SQL, Power BI, AWS, Python",8144855.0,Freelance,2025-02-05,1
1473,Ingeniero de Datos,Claro,Medellín,Presencial,Semi-Senior,"Python, SQL, Tableau, Docker, AWS, R",,Temporal,2025-06-10,10
1474,Backend Developer,TechNova,Medellín,Remoto,semi senior,"SQL, R, Excel",4874961.0,Contrato,2025-10-30,4
1475,Software Developer,CodeLab,Barranquilla,remoto,Semi-Senior,"Java, Power BI, Python, Pandas, Node.js, JavaScript",4731374.0,indefinido,2025-05-10,4
1476,Backend Developer,Accenture,Remoto,Hibrido,Junior,"Pandas, Power BI, Java, Node.js, JavaScript, R",4477935.0,Freelance,2026-02-12,5
1477,Full Stack Developer,TechNova,bogota,Remoto,Semi-Senior,"TensorFlow, Power BI",5434106.0,Indefinido,2025-06-09,7
1478,Software Developer,Mercado Libre,Barranquilla,Híbrido,semi senior,"TensorFlow, Excel, React, Azure",5603847.0,Indefinido,2024-10-03,4
1479,Backend Developer,Rappi,Cartagena,Remoto,Semi-Senior,"Pandas, Power BI",4583707.0,indefinido,2025-04-12,1
1480,Analista de Datos,Rappi,bogota,Híbrido,Semi-Senior,"Power BI, SQL",6774968.0,Temporal,2025-09-26,2
1481,BI Analyst,TechNova,Barranquilla,Híbrido,Senior,"Power BI, Pandas, Node.js, Azure, JavaScript",9771856.0,Temporal,2025-10-13,7
1482,Ingeniero de Datos,Globant,Cartagena,Remoto,Senior,"Tableau, Docker, JavaScript",9278236.0,Contrato,2024-11-12,8
1483,Machine Learning Engineer,Sura,Barranquilla,remoto,Semi-Senior,"TensorFlow, Tableau",,Indefinido,2024-08-04,5
1484,BI Analyst,CodeLab,medellin,Remoto,Semi-Senior,"Power BI, AWS, Python",5750503.0,indefinido,2024-07-08,8
1485,Full Stack Developer,InnovaTech,bogota,remoto,Senior,"Tableau, Java, TensorFlow",9578254.0,Freelance,2025-11-04,3
1486,BI Analyst,Accenture,Barranquilla,Hibrido,junior,"Python, AWS, Java",4242266.0,indefinido,2025-08-06,3
1487,Full Stack Developer,InnovaTech,medellin,Presencial,Junior,"Node.js, JavaScript, TensorFlow, SQL",2343373.0,Contrato,2024-06-24,1
1488,Full Stack Developer,CodeLab,Barranquilla,Hibrido,Junior,"Java, JavaScript",2447697.0,indefinido,2024-12-31,10
1489,Machine Learning Engineer,Accenture,Bucaramanga,Remoto,semi senior,"Node.js, Python, Excel, Azure, R",5010355.0,Contrato,2025-04-12,4
1490,Full Stack Developer,Teleperformance,Barranquilla,remoto,Semi-Senior,"TensorFlow, AWS, Power BI, JavaScript",5518758.0,indefinido,2024-08-09,10
1491,Data Analyst,InnovaTech,Bucaramanga,Presencial,semi senior,"Tableau, React, Java, AWS, R",4846914.0,Contrato,2025-07-03,4
1492,Data Scientist,Mercado Libre,Cali,Híbrido,semi senior,"Power BI, Node.js, Python",5455743.0,Contrato,2024-09-19,1
1493,Backend Developer,Rappi,Barranquilla,Híbrido,Semi-Senior,"TensorFlow, SQL, Azure, Pandas, Node.js, Tableau",5256331.0,Freelance,2025-03-02,2
1494,Frontend Developer,Mercado Libre,Bucaramanga,Híbrido,Junior,"Power BI, SQL, JavaScript, Pandas, React, Tableau",3386836.0,indefinido,2024-08-29,2
1495,Full Stack Developer,Claro,Cali,Remoto,Junior,"Node.js, TensorFlow, Pandas, Java, Python, Tableau",3987106.0,Contrato,2025-02-21,4
1496,Software Developer,Rappi,Cartagena,Remoto,junior,"SQL, Node.js",2586958.0,Contrato,2026-02-13,6
1497,Data Analyst,TechNova,Cartagena,Híbrido,Senior,"TensorFlow, Excel, Python, Docker, SQL, React",8130904.0,Temporal,2025-04-04,3
1498,Frontend Developer,Bancolombia,Cartagena,remoto,Semi-Senior,"Java, Azure, Docker",5396413.0,Indefinido,2025-07-22,8
1499,Frontend Developer,Davivienda,Cartagena,remoto,Semi-Senior,"SQL, TensorFlow",4818349.0,Temporal,2024-07-13,2
1500,Data Analyst,Claro,Cali,remoto,Semi-Senior,"Excel, R",5097968.0,Indefinido,2024-12-01,2
1501,Frontend Developer,DataSoft,Cali,Presencial,Semi-Senior,"Power BI, SQL, Docker",4379083.0,indefinido,2025-04-20,9
1502,Machine Learning Engineer,TechNova,Barranquilla,remoto,semi senior,"Docker, React, R, Tableau, Excel, Azure",5817107.0,Contrato,2024-08-20,3
1503,Data Analyst,Rappi,Remoto,Presencial,semi senior,"JavaScript, R, Docker, React, Java",5214821.0,Contrato,2025-07-25,9
1504,Machine Learning Engineer,InnovaTech,Medellín,Hibrido,junior,"SQL, AWS, TensorFlow, Excel, Python, Java",3447608.0,Contrato,2026-03-30,7
1505,Machine Learning Engineer,Rappi,Cali,Híbrido,semi senior,"Python, Node.js, Excel",4454037.0,Indefinido,2026-05-07,9
1506,Machine Learning Engineer,Mercado Libre,Bucaramanga,Hibrido,semi senior,"Java, Node.js",5684276.0,indefinido,2024-09-07,2
1507,Frontend Developer,Bancolombia,Barranquilla,Remoto,Senior,"Excel, Azure, Docker, Python, Power BI, Tableau",9604673.0,indefinido,2024-11-24,3
1508,BI Analyst,Bancolombia,Cartagena,Presencial,semi senior,"TensorFlow, Pandas, Node.js, SQL, R",4409996.0,Indefinido,2026-02-20,1
1509,Data Analyst,Mercado Libre,Bucaramanga,Híbrido,Junior,"Azure, AWS",2815472.0,indefinido,2024-12-18,2
1510,Analista de Datos,Globant,Bogotá,Híbrido,Junior,"AWS, SQL, Tableau, Node.js, Pandas",2878513.0,Freelance,2024-09-23,6
1511,Data Scientist,Claro,Cali,Hibrido,junior,"Pandas, JavaScript, AWS, Azure, TensorFlow, Excel",1960081.0,indefinido,2025-02-19,9
1512,Machine Learning Engineer,Teleperformance,Bogotá,Presencial,junior,"Docker, AWS, SQL, Excel, TensorFlow, JavaScript",3718317.0,Contrato,2024-10-18,8
1513,Full Stack Developer,Rappi,Remoto,Presencial,Junior,"Python, Docker, React, Azure, TensorFlow",2488590.0,Freelance,2025-04-19,2
1514,Software Developer,Mercado Libre,Barranquilla,remoto,Senior,"Node.js, Excel, Power BI, AWS",9565982.0,Temporal,2025-03-06,5
1515,Full Stack Developer,InnovaTech,Cali,Hibrido,semi senior,"R, Pandas, Python, Docker",4693093.0,Contrato,2025-06-09,1
1516,Software Developer,InnovaTech,medellin,remoto,semi senior,"Python, Power BI, Java, AWS, Azure",4759192.0,indefinido,2025-06-17,6
1517,Data Scientist,InnovaTech,Remoto,Presencial,Junior,"Excel, Docker, SQL, Python, JavaScript, TensorFlow",4248347.0,indefinido,2025-12-27,2
1518,Full Stack Developer,InnovaTech,Cali,Hibrido,semi senior,"JavaScript, Pandas",6179877.0,Contrato,2026-02-18,8
1519,Data Scientist,Accenture,Cartagena,Híbrido,Semi-Senior,"TensorFlow, AWS, Java, Node.js, Pandas",6689383.0,Temporal,2025-07-23,2
1520,Full Stack Developer,Accenture,Cartagena,Híbrido,Semi-Senior,"Pandas, JavaScript, TensorFlow, Excel, Node.js, React",4464053.0,Indefinido,2025-01-05,4
1521,Machine Learning Engineer,Accenture,Barranquilla,Remoto,junior,"R, TensorFlow, Azure",2393586.0,Freelance,2025-02-25,5
1522,Full Stack Developer,TechNova,Remoto,Híbrido,Junior,"Azure, Power BI",3981175.0,Freelance,2025-01-06,6
1523,Frontend Developer,DataSoft,Bucaramanga,Presencial,Senior,"Excel, Power BI",9579240.0,indefinido,2025-12-14,3
1524,BI Analyst,Accenture,Cartagena,remoto,Senior,"Pandas, SQL",8888075.0,Freelance,2026-01-08,5
1525,Frontend Developer,Claro,medellin,Hibrido,semi senior,"Node.js, Python, AWS, Java, SQL, R",5236536.0,Temporal,2025-08-05,5
